"PublishedAdditionalChartId","PublishedIndicatorId","PublishedIndicatorDetailId","CountryId","CountryEN","CountryAR","CountryCode"
"40ea0d46-bff6-4591-aeb0-08def11f9fb5","90f51bae-c903-46a5-790f-08def0866aa3","889f81dd-9b61-48d0-a7a0-08def0866aac","a1659dcb-bd81-4ce9-b89b-0fa0922f36f2","Turkey","تركيا","TR"
"4335f0f9-4137-4cf8-9a43-08deeaff3004","2fbc0553-b137-4021-0e03-08deeafdc6d6","cae5d760-47a5-460c-c6b4-08deeafdc6dc","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"37c2253f-b47a-444e-9a44-08deeaff3004","6a664f7d-84e9-44a9-0e04-08deeafdc6d6","6712d390-77df-46ff-c6b7-08deeafdc6dc","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"40ea0d46-bff6-4591-aeb0-08def11f9fb5","90f51bae-c903-46a5-790f-08def0866aa3","889f81dd-9b61-48d0-a7a0-08def0866aac","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"0431aeaf-076e-4995-a0c4-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"b117ad74-18b5-4fe5-a0c3-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"0e2a8506-ea46-4124-ffe1-08deda75d219","633dc513-6f33-4bb5-1ec8-08deda71879b","44346def-4945-4b96-04fd-08deda71879d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"0a14353a-71e5-4afa-a0c5-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"04df244b-e034-466f-a0c1-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"2185e4e9-3f2b-410c-a0bf-08dec77b7a69","e641b12b-e4d1-47ab-9837-08dec461c232","eb07919f-adb5-4e98-7ab0-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"caa38a9f-a41f-47b7-a0c0-08dec77b7a69","cfbc3145-b350-480b-983d-08dec461c232","5e8b83ee-ab75-42d4-7ab7-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"e3a64058-8090-4044-a0c2-08dec77b7a69","5fad875e-7c72-43d4-9849-08dec461c232","e4293295-fb43-46b0-7ac5-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"395839bc-6aa6-48a4-a0bd-08dec77b7a69","a598da16-09c2-43c4-9835-08dec461c232","633a4473-7585-4a42-7aad-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"543884db-8989-4e8e-a0be-08dec77b7a69","b5ade6c5-419c-4b5f-9836-08dec461c232","fb801dff-2204-4cbb-7aaf-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"3f3a3133-e354-43a1-a0b7-08dec77b7a69","b05f6bd5-256d-4940-9823-08dec461c232","dc087d3c-3562-44cc-7a93-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"259d6312-0744-4d4c-a0b4-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"83f9f74b-7a58-42eb-fb8c-08debee637ed","c65e0835-1de9-41f1-dfd6-08debee6364f","6c2ec1e3-860f-4b3f-60c6-08debee63662","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
"e9967e9c-fc0e-41ed-a0b5-08dec77b7a69","3246e1e8-af83-46dd-981e-08dec461c232","acd778b1-1d77-4ffa-7a8e-08dec461c23d","a17a864e-6bcd-4466-972a-ac7a9a909d14","Qatar","قَطَر","QA"
